PassengerId,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Pclass,Embarked,Survived,Cabin
1819,"Gonzalez, Dr. Joshua",male,22.7,0,0,LINE 22672,83.3322,1,S,0,D104
1820,"Smith, Sir. Michael",male,46.9,0,1,C.A. 55097,111.8335,1,C,0,
1821,"Rodriguez, Sir. Larry",male,22.8,0,0,A/ 93297,23.1615,3,S,0,
1822,"Ramirez, Col. Benjamin",male,41.9,0,1,SOTON/OQ 53481,153.4919,1,S,0,B89
1823,"Rodriguez, Rev. Ricardo",male,33.2,0,0,PC 74384,15.6729,3,S,0,
1824,"Hernandez, Major. Christopher",male,46.4,0,0,W.E.P. 48758,10,2,S,0,
1825,"Price, Major. Richard",male,61.4,0,0,SOTON/OQ 94488,20,1,Q,0,E23
1826,"Christensen, Mr. Jason",male,49.8,0,0,SOTON/OQ 98500,122.85,1,S,1,C114
1827,"Hancock, Mr. Frank",male,35.7,0,1,C.A. 76303,51.1107,1,Q,0,D48
1828,"Mcguire, Miss. Autumn",female,23.2,0,0,LINE 47068,5,3,S,0,
1829,"Henderson, Rev. Eric",male,4.4,0,0,STON/O 59526,18.5042,3,C,0,
1830,"Davis, Sir. Ryan",male,42.1,0,0,A/ 56816,167.3967,1,S,1,
1831,"Glover, Major. David",male,41.8,0,0,PC 24702,6.4398,3,S,0,
1832,"Schroeder, Col. Chad",male,0.4,0,0,W.E.P. 53068,26.1573,3,S,0,
1833,"Adams, Major. Cody",male,63.4,3,0,A/ 62992,49.4069,1,S,1,
1834,"Rowland, Major. Christopher",male,38.7,0,2,STON/O 20418,27.122,2,S,0,
1835,"Brown, Mr. Matthew",male,35.1,0,0,W.E.P. 47470,167.2193,1,S,1,A50
1836,"Johnson, Col. Justin",male,41.1,0,0,C.A. 52294,18.132,3,C,0,
1837,"Eaton, Mr. Jeff",male,58.2,0,0,C.A. 55123,191.9964,1,S,0,B135
1838,"Nolan, Dr. Laura",female,20.1,0,1,A/ 16366,18.3456,3,C,0,
1839,"Johnston, Rev. Chad",male,10.9,1,1,PC 31555,14.4669,3,S,1,
1840,"Davis, Major. Corey",male,55.5,0,1,LINE 14726,34.086,2,S,0,
1841,"Wilson, Sir. Michael",male,46.3,1,0,W.E.P. 85018,144.9153,1,S,0,D48
1842,"Ramirez, Sir. Joshua",male,53.9,0,1,LINE 36957,86.3607,1,C,1,
1843,"Anderson, Rev. Christopher",male,51.8,0,2,STON/O 97359,202.7807,1,S,0,A6
1844,"White, Rev. William",male,45,1,0,LINE 22679,188.2658,1,S,0,
1845,"Clements, Mr. Tyler",male,7.4,1,0,PC 91358,31.884,2,S,0,
1846,"Howard, Mr. Daniel",male,6.9,0,1,LINE 84543,10,2,C,0,
1847,"Greene, Countess. Brittany",female,55.6,0,1,LINE 91158,28.7377,3,S,0,
1848,"Johnson, Lady. Karen",female,56.5,2,1,PC 91291,100.2929,1,S,1,
1849,"Rodriguez, Rev. George",male,36.6,0,0,A/ 88064,5,3,S,0,
1850,"Pierce, Sir. Dennis",male,54.5,0,0,C.A. 43727,178.8154,1,S,0,C79
1851,"Poole, Countess. Megan",female,29,1,0,LINE 99160,10,2,S,1,
1852,"Taylor, Mrs. Jessica",female,5.5,1,0,A/ 94264,10.5126,2,S,1,
1853,"Hart, Mrs. Dawn",female,25.9,0,0,PC 63001,20.0619,3,S,0,
1854,"Oliver, Col. Robert",male,27.2,0,0,SOTON/OQ 68796,16.023,3,S,0,
1855,"Newton, Miss. Carolyn",female,44.3,0,1,SOTON/OQ 82120,239.8033,1,S,1,
1856,"Lee, Col. Steven",male,25.4,1,0,PC 95090,20,1,S,1,
1857,"Sutton, Col. Peter",male,39.1,0,0,PC 19569,22.2065,2,S,0,
1858,"Banks, Rev. Alex",male,20,0,0,PC 84594,36.0663,2,S,0,
1859,"Diaz, Mr. Timothy",male,14.7,0,0,LINE 43713,137.8312,1,S,0,A88
1860,"Harris, Mr. Jose",male,18.4,1,0,W.E.P. 66759,74.7737,1,S,0,
1861,"Wheeler, Rev. Adam",male,39,0,0,A/ 11180,254.9337,1,S,1,A115
1862,"Cameron, Rev. William",male,28.1,0,0,SOTON/OQ 49362,20,1,S,0,B55
1863,"Simpson, Sir. James",male,14.5,0,0,LINE 98490,189.682,1,S,0,
1864,"Jacobs, Dr. Jennifer",female,13,1,0,C.A. 91772,5,3,S,1,
1865,"Phillips, Dr. Robert",male,40.7,0,0,SOTON/OQ 83718,20.4188,2,S,0,
1866,"Ford, Dr. David",male,56.6,1,1,LINE 57829,50.9715,1,S,0,B68
1867,"Martinez, Major. Tony",male,52.3,0,0,SOTON/OQ 76492,20,1,C,1,
1868,"Rodriguez, Major. James",male,21.2,0,0,PC 25520,24.156,3,S,0,
1869,"Williams, Major. Troy",male,30.1,0,0,PC 56929,49.8095,1,C,0,
1870,"Mack, Dr. Angela",female,17.4,1,0,LINE 88509,21.0731,2,S,0,
1871,"Cooper, Dr. Joseph",male,43.7,1,0,STON/O 76755,40.8496,2,S,0,
1872,"Contreras, Mr. Michael",male,28.4,1,0,W.E.P. 44307,79.075,1,S,1,A16
1873,"Thompson, Rev. Charles",male,7.7,0,2,STON/O 44990,20.8983,2,Q,0,
1874,"Rodriguez, Major. Larry",male,28.2,0,0,W.E.P. 67019,10.8851,2,C,0,
1875,"Wright, Miss. Sheila",female,29.1,1,0,W.E.P. 32808,50.333,1,S,0,E95
1876,"Walton, Major. Steven",male,17.8,0,1,LINE 24430,142.5993,1,S,0,
1877,"Cooper, Sir. James",male,43.6,0,0,SOTON/OQ 37125,147.8285,1,S,0,C97
1878,"Walker, Miss. Crystal",female,13.8,1,0,PC 39792,10,2,S,1,
1879,"Williamson, Major. Jay",male,35.6,0,0,SOTON/OQ 46859,22.088,3,S,1,
1880,"Clarke, Sir. Anthony",male,41.3,2,0,C.A. 12784,20,1,S,0,D127
1881,"Anderson, Miss. Krystal",female,51,1,0,PC 74245,20,1,S,1,C78
1882,"Steele, Mr. Brian",male,17,0,0,STON/O 51779,25.4246,2,S,0,
1883,"Daugherty, Dr. Jose",male,4.9,1,0,W.E.P. 33517,188.1941,1,C,0,A51
1884,"Ramirez, Col. William",male,57.1,0,0,LINE 60007,20,1,S,0,
1885,"Moore, Col. Peter",male,27.5,2,0,STON/O 46793,26.214,1,S,0,
1886,"Farmer, Mr. Jason",male,61.1,0,0,SOTON/OQ 60004,23.6704,1,S,1,
1887,"Kane, Mrs. Chelsea",female,14.4,0,0,LINE 59761,6.1691,3,C,1,
1888,"Gibbs, Sir. Jordan",male,20.5,0,0,A/ 93192,41.1122,1,S,1,B17
1889,"Smith, Mr. Richard",male,36.7,3,0,SOTON/OQ 50182,19.7774,2,C,0,
1890,"Mccarty, Major. Kevin",male,17.2,0,0,SOTON/OQ 66724,74.0556,1,S,0,
1891,"Larson, Countess. Kim",female,26.4,1,0,LINE 14213,11.8286,3,Q,1,
1892,"Smith, Dr. Jeffrey",male,70.9,0,0,LINE 10258,112.686,1,C,0,
1893,"Barber, Sir. Jacob",male,6.5,1,0,STON/O 63897,21.321,2,S,0,
1894,"Sanchez, Major. James",male,27,1,0,LINE 90291,119.6263,1,S,0,D143
1895,"Collins, Major. Steven",male,40.2,0,0,LINE 56345,103.6869,1,S,1,
1896,"Vasquez, Dr. Leonard",male,21.9,0,0,LINE 11573,23.5074,2,S,1,
1897,"Graham, Mr. Nicholas",male,5.2,0,1,A/ 74710,5.0325,3,S,0,
1898,"Rocha, Sir. Jason",male,49.4,0,0,C.A. 45702,20,1,S,0,A72
1899,"Cruz, Mr. Anthony",male,58.7,0,3,SOTON/OQ 38677,188.8326,1,S,0,
1900,"Ferguson, Dr. Bridget",female,33.9,0,0,C.A. 84304,34.4726,2,S,1,
1901,"Saunders, Countess. Deborah",female,17.9,0,0,SOTON/OQ 69205,225.6351,1,Q,1,B20
1902,"Roberts, Mrs. Jennifer",female,36.8,0,0,STON/O 98549,159.7698,1,C,1,D141
1903,"Burgess, Miss. Kelly",female,35.3,0,0,PC 30614,32.4961,2,S,1,
1904,"King, Sir. Samuel",male,42.7,0,1,C.A. 54501,99.8178,1,S,0,D54
1905,"Robertson, Dr. Matthew",male,32.5,0,0,A/ 53508,13.3049,3,S,1,
1906,"Luna, Rev. Anthony",male,37.1,0,0,STON/O 71167,19.414,2,S,0,
1907,"Zamora, Mr. Arthur",male,26.8,0,0,STON/O 93553,5,3,S,0,
1908,"Ward, Lady. Sara",female,37.3,0,1,W.E.P. 43705,227.5216,1,S,1,
1909,"Clark, Dr. Matthew",male,69.9,0,0,W.E.P. 80729,22.9643,1,S,0,D126
1910,"Hoover, Sir. Jason",male,52.7,0,1,A/ 15065,78.5046,1,C,1,
1911,"Vasquez, Lady. Jacqueline",female,37.8,0,1,STON/O 14296,17.0246,2,S,1,
1912,"Sosa, Countess. Lynn",female,40.3,1,1,SOTON/OQ 54800,18.7584,2,S,1,
1913,"Wilson, Lady. Jennifer",female,41.2,0,0,PC 57543,86.0373,1,S,1,E117
1914,"Lamb, Mr. Thomas",male,15.6,0,0,C.A. 92866,21.3075,2,Q,0,
1915,"Zimmerman, Lady. Kelly",female,33.3,1,1,A/ 60277,134.04,1,S,1,C60
1916,"Ramirez, Mr. Brandon",male,30,0,0,SOTON/OQ 56508,12.9555,2,S,0,
1917,"Walters, Major. Derek",male,36.1,0,0,PC 47694,156.221,1,S,0,
1918,"Kelly, Sir. Roy",male,21,3,0,STON/O 82987,9.7949,3,S,0,
1919,"Brandt, Col. Matthew",male,25.8,0,0,SOTON/OQ 53936,15.7996,2,S,0,
1920,"Torres, Miss. Anne",female,36.9,0,0,SOTON/OQ 75772,164.4329,1,S,1,
1921,"Adams, Major. Terrence",male,14.9,0,0,PC 65422,5.0811,3,Q,1,
1922,"Stevens, Countess. Carol",female,42.9,0,1,SOTON/OQ 62552,20,1,S,1,D136
1923,"Todd, Sir. Roy",male,62.9,1,0,STON/O 73207,93.2299,1,S,0,
1924,"Gonzales, Col. Jacob",male,56.1,0,0,SOTON/OQ 62960,20,1,S,0,E3
1925,"George, Mr. Tommy",male,23,2,0,A/ 66141,20.6703,3,S,0,
1926,"Wade, Countess. Erika",female,18,1,1,C.A. 67804,18.0376,3,C,0,
1927,"Douglas, Lady. Donna",female,45.2,1,0,C.A. 90782,190.4573,1,S,1,B31
1928,"Parrish, Col. David",male,45.2,0,0,PC 51832,8.937,3,S,0,
1929,"Dennis, Major. Aaron",male,24.7,0,0,SOTON/OQ 56073,21.6782,2,S,0,
1930,"Williams, Countess. Kayla",female,28.8,2,0,A/ 52998,112.2798,1,S,1,D115
1931,"Cunningham, Major. Jason",male,26.7,0,0,SOTON/OQ 96840,14.7084,3,S,0,
1932,"Jones, Miss. Shelley",female,8,0,0,C.A. 58214,24.3656,2,S,1,
1933,"Burnett, Col. Darren",male,36,0,1,PC 15528,5,3,S,0,
1934,"Rowland, Mrs. Wendy",female,34.7,0,0,SOTON/OQ 34003,19.7873,2,S,1,
1935,"Santiago, Lady. Erin",female,22.5,0,0,C.A. 13053,20,1,Q,1,B58
1936,"Carr, Countess. Deanna",female,21.8,0,1,A/ 41243,211.1278,1,S,1,
1937,"Clark, Rev. John",male,27.6,0,1,SOTON/OQ 88347,254.0215,1,S,0,
1938,"Pena, Rev. Erik",male,21.3,0,0,PC 14224,121.6507,1,S,0,D65
1939,"Garrett, Sir. Daniel",male,30.9,2,0,SOTON/OQ 75563,12.2912,3,S,0,
1940,"Vargas, Mr. Scott",male,52.5,1,1,A/ 24362,76.587,1,S,0,B80
1941,"Turner, Countess. Ashley",female,51.7,2,0,STON/O 22896,155.3306,1,S,1,
1942,"Berg, Mr. Austin",male,6.8,0,0,SOTON/OQ 79242,5,3,S,1,
1943,"Lynch, Dr. Michael",male,30.8,1,0,STON/O 64694,215.7087,1,S,0,D41
1944,"Cole, Dr. Alexander",male,58.7,2,1,STON/O 76416,159.3846,1,S,0,
1945,"Vasquez, Col. Bruce",male,15.1,1,0,W.E.P. 77591,5,3,S,0,
1946,"Christian, Mrs. Jennifer",female,12.2,0,0,A/ 11361,34.0477,2,S,1,
1947,"Cox, Miss. Karina",female,46.2,0,0,W.E.P. 55409,19.8123,2,S,1,
1948,"Wood, Rev. Arthur",male,44.5,0,0,LINE 25566,93.1518,1,S,0,
1949,"Lucas, Sir. Daniel",male,56.1,0,0,LINE 81646,22.1501,3,S,1,
1950,"Sullivan, Lady. Rose",female,39.2,0,0,LINE 39445,36.582,1,S,1,D109
1951,"Butler, Rev. Lee",male,9.4,1,0,SOTON/OQ 88905,34.2351,2,S,0,
1952,"Avila, Mr. Christopher",male,29.5,0,1,W.E.P. 76017,28.8646,2,C,0,
1953,"Roberts, Col. Tony",male,22.1,1,0,PC 36961,197.93,1,S,0,
1954,"Frye, Major. Eric",male,30.3,1,1,C.A. 71139,161.9178,1,S,0,A31
1955,"Huff, Major. Matthew",male,12.2,1,0,PC 62649,29.9606,2,C,0,
1956,"Mercado, Lady. Linda",female,17.9,0,1,SOTON/OQ 57301,20,1,S,1,D71
1957,"Hansen, Rev. James",male,46.7,0,0,SOTON/OQ 27058,80.7758,1,S,0,A138
1958,"Spencer, Mr. Jason",male,62.8,1,0,PC 65180,74.7421,1,C,0,E55
1959,"Johnson, Col. Raymond",male,33,1,1,SOTON/OQ 17065,24.6334,2,S,0,
1960,"Larson, Miss. Laurie",female,36.9,2,0,C.A. 32696,19.9955,2,S,1,
1961,"Moore, Col. Anthony",male,31.1,0,0,W.E.P. 67296,12.4481,3,S,0,
1962,"Velasquez, Sir. Christopher",male,21.8,0,1,PC 70557,8.318,3,S,1,
1963,"Conner, Dr. Brittney",female,14.2,0,0,C.A. 23816,97.2596,1,S,1,B54
1964,"Walters, Col. Tony",male,13.7,0,0,PC 25565,77.2659,1,S,0,C113
1965,"Wright, Sir. David",male,25.1,0,0,C.A. 57966,94.2481,1,S,0,
1966,"Martinez, Rev. Ethan",male,21.6,0,0,LINE 37767,5,3,C,0,
1967,"Winters, Mr. Paul",male,47.9,0,0,W.E.P. 54356,63.9416,1,S,0,
1968,"Huynh, Rev. Mark",male,35.5,0,0,C.A. 67437,17.8127,3,S,0,
1969,"Lopez, Mr. Bryan",male,42.7,0,0,A/ 49032,20,1,S,1,B23
1970,"Wilson, Mr. Peter",male,50.1,0,0,SOTON/OQ 16557,20,1,S,1,A139
1971,"Lloyd, Col. Edward",male,48.4,0,0,STON/O 20632,124.55,1,S,0,
1972,"Kelly, Mrs. Hannah",female,60.2,2,1,STON/O 69410,20,1,S,1,D127
1973,"Bush, Sir. Nicholas",male,31.3,1,0,STON/O 58252,132.7369,1,C,0,
1974,"Brooks, Rev. Christopher",male,40.8,0,1,PC 38643,22.2449,1,S,0,
1975,"Arellano, Col. Larry",male,32.2,2,0,PC 84552,114.7183,1,C,0,D60
1976,"Castro, Dr. John",male,32.1,1,0,STON/O 76139,178.3766,1,Q,0,C19
1977,"Robinson, Dr. Matthew",male,26.5,0,0,A/ 17528,111.1956,1,S,0,A81
1978,"Daniels, Mrs. Donna",female,27.2,0,0,W.E.P. 98623,300,1,S,1,E107
1979,"Jones, Mr. David",male,38.6,0,0,STON/O 49482,20,1,S,0,C96
1980,"Martinez, Mrs. Julia",female,11.3,0,1,W.E.P. 76911,6.1936,3,Q,1,
1981,"Kirby, Col. Douglas",male,21.4,1,1,SOTON/OQ 85339,5,3,S,0,
1982,"Davis, Dr. Karen",female,33.8,2,1,STON/O 32977,16.0164,3,S,1,
1983,"Martin, Rev. Todd",male,26.9,2,0,W.E.P. 17241,95.2747,1,S,0,C53
1984,"Gonzalez, Dr. Matthew",male,46.9,0,0,A/ 28308,55.9555,1,S,0,
1985,"Stewart, Miss. Beth",female,24.1,0,0,LINE 46645,5,3,S,1,
1986,"Salazar, Dr. Melvin",male,13.1,0,1,A/ 86083,20,1,S,1,
1987,"Castillo, Col. David",male,50,0,0,PC 92566,20,1,S,1,
1988,"Fox, Countess. Brenda",female,20.2,1,1,C.A. 38432,20.2039,2,S,1,
1989,"Mcdowell, Dr. Olivia",female,5.7,0,0,PC 45477,11.3453,3,S,1,
1990,"Mann, Lady. Sabrina",female,19.2,0,0,LINE 26301,24.0181,2,S,1,
1991,"Morgan, Col. Billy",male,27.8,1,0,PC 78807,5.464,3,S,0,
1992,"Humphrey, Miss. Rachel",female,42.2,0,0,LINE 21615,92.1089,1,S,1,
1993,"Davis, Sir. Randall",male,14.4,0,0,STON/O 99134,5,3,S,0,
1994,"Hernandez, Dr. Lucas",male,34.9,1,0,STON/O 18938,186.9796,1,S,0,B73
1995,"Smith, Mr. John",male,37.5,2,0,LINE 45651,186.2475,1,S,0,
1996,"Hardy, Dr. Justin",male,19.9,1,0,SOTON/OQ 61557,5.8899,3,S,0,
1997,"Powell, Col. Patrick",male,37.5,0,0,SOTON/OQ 95586,174.3923,1,S,1,
1998,"Perez, Mrs. Nicole",female,24.6,0,1,W.E.P. 80878,6.5414,3,S,0,
1999,"Harris, Major. Robert",male,5.1,0,0,SOTON/OQ 52903,154.7212,1,S,0,A45
2000,"Baker, Miss. Samantha",female,43.7,0,0,PC 29414,37.3375,1,S,1,
2001,"Gamble, Dr. Connor",male,38.3,0,1,A/ 22687,185.1256,1,S,0,E116
2002,"Jimenez, Sir. Todd",male,6.6,0,0,A/ 73561,37.0485,2,S,0,
2003,"Gibson, Dr. Jesse",male,32.7,0,1,LINE 72359,198.5949,1,S,0,
2004,"Mooney, Col. William",male,17,1,0,SOTON/OQ 15602,138.9555,1,S,1,D81
2005,"Edwards, Dr. Lori",female,7.7,0,0,SOTON/OQ 56135,10,2,Q,1,
2006,"Young, Sir. Jason",male,45.9,0,0,LINE 12319,94.7522,1,S,1,
2007,"Grant, Sir. Manuel",male,19.3,0,0,SOTON/OQ 84709,30,3,Q,1,
2008,"Taylor, Mr. Joseph",male,34.7,0,0,LINE 27030,30,3,S,0,
2009,"Roth, Major. Kenneth",male,45.3,0,0,A/ 98607,22.7089,3,Q,0,
2010,"Marsh, Rev. Matthew",male,47.9,1,0,SOTON/OQ 45654,97.1608,1,S,1,C43
2011,"Beltran, Countess. Jennifer",female,19.4,0,1,SOTON/OQ 87236,13.9723,3,C,1,
2012,"Strong, Mr. Austin",male,21,0,0,STON/O 38926,5,3,S,0,
2013,"Martinez, Dr. David",male,29,0,0,LINE 64128,17.7326,3,S,0,
2014,"Berry, Dr. Jennifer",female,19,1,0,SOTON/OQ 51972,22.0399,3,S,1,
2015,"Ross, Dr. Tracy",female,21.2,0,1,LINE 80713,20,1,Q,1,
2016,"Roberson, Major. Walter",male,29.1,0,1,SOTON/OQ 43475,155.7154,1,S,0,A145
2017,"Gray, Rev. Robert",male,28.2,0,0,C.A. 75256,5,3,S,0,
2018,"Moore, Dr. Dylan",male,65.3,0,0,W.E.P. 26317,20,1,S,1,
2019,"Mercado, Major. Matthew",male,23.5,0,0,PC 87086,13.9462,3,C,0,
2020,"Cole, Col. Bryan",male,54.4,1,0,PC 88028,20,1,S,0,C147
2021,"Rice, Miss. Brianna",female,23.1,0,0,PC 53659,20,1,C,1,
2022,"Anderson, Major. Jose",male,38.7,1,0,C.A. 50038,5,3,S,0,
2023,"Brennan, Countess. Amanda",female,28.9,1,0,LINE 14117,64.2607,1,S,0,
2024,"Davis, Mr. Jacob",male,39.9,0,0,A/ 79512,23.4434,2,C,0,
2025,"Clark, Dr. Shannon",male,31.7,0,1,PC 92031,97.4785,1,C,0,D92
2026,"Crawford, Dr. Martin",male,48.4,1,0,W.E.P. 36359,156.5892,1,C,1,E16
2027,"Salinas, Sir. Stephen",male,42.5,0,2,PC 54283,253.1794,1,S,0,D91
2028,"Randall, Mr. Eric",male,42.5,1,0,W.E.P. 82712,124.5618,1,S,0,B56
2029,"Kelly, Major. Michael",male,24.6,0,0,LINE 59404,153.0717,1,Q,1,B109
2030,"Johnson, Mr. Matthew",male,47.5,1,0,STON/O 32708,20,1,S,0,A112
2031,"Kirk, Countess. Brandi",female,45.1,1,0,PC 62951,149.3516,1,S,1,D149
2032,"Moore, Mrs. Karen",female,20.4,0,0,C.A. 33431,10,2,S,1,
2033,"Clayton, Rev. Jacob",male,5.5,0,0,LINE 59747,172.564,1,S,1,A49
2034,"Nguyen, Major. William",male,54,0,0,W.E.P. 98133,5,3,C,0,
2035,"Sanders, Rev. Vernon",male,79.6,0,0,W.E.P. 92228,233.0328,1,S,1,E51
2036,"Martinez, Col. William",male,34.8,0,0,C.A. 16341,10,2,S,1,
2037,"James, Rev. Benjamin",male,6.1,0,0,LINE 21226,5,3,S,1,
2038,"Tucker, Rev. Steven",male,31.3,0,0,A/ 72084,10,2,S,0,
2039,"Lawrence, Major. Nathan",male,0.5,0,0,A/ 51287,18.9683,3,Q,0,
2040,"Roberts, Lady. Laurie",female,16.5,0,0,C.A. 93891,20,1,S,1,
2041,"Hill, Col. Ryan",male,17.6,0,0,W.E.P. 32357,32.0321,2,S,1,
2042,"Casey, Mrs. Kristina",female,50.1,1,1,PC 63837,20,1,S,1,
2043,"Simmons, Rev. Steven",male,32.6,0,0,STON/O 97125,10,2,S,1,
2044,"Dalton, Mr. Joseph",male,43,2,0,PC 43871,25.2457,2,S,0,
2045,"Hooper, Sir. Chad",male,30.5,0,0,STON/O 94813,36.4661,2,Q,0,
2046,"Torres, Countess. Sabrina",female,18.1,1,0,W.E.P. 49952,20,1,S,1,B98
2047,"Nelson, Col. Walter",male,43.1,0,1,STON/O 99943,20,1,S,1,C26
2048,"Mccoy, Lady. Nancy",female,28.9,0,0,W.E.P. 76597,152.1429,1,C,0,B47
2049,"Norman, Major. Jack",male,65.8,1,0,STON/O 37809,93.4072,1,S,0,B114
2050,"Lee, Miss. Lisa",female,14.5,1,0,SOTON/OQ 91518,98.0822,1,S,1,
2051,"Adams, Dr. Marissa",female,43.8,0,0,C.A. 11534,20,1,S,1,D105
2052,"Gonzales, Dr. Olivia",female,8.3,0,0,SOTON/OQ 72818,51.8704,1,S,1,D117
2053,"Thomas, Sir. Edward",male,15.1,0,0,SOTON/OQ 90194,14.9388,3,S,0,
2054,"Jackson, Mr. Dylan",male,35.6,0,0,C.A. 54143,88.1986,1,S,1,
2055,"Henderson, Lady. Mariah",female,50.8,1,0,LINE 91210,44.8482,1,S,1,B129
2056,"Lawrence, Sir. Javier",male,17.5,1,0,C.A. 47117,30,3,Q,0,
2057,"Bailey, Col. Matthew",male,40.9,1,1,C.A. 11472,86.4547,1,S,0,
2058,"Cunningham, Sir. Troy",male,64.6,0,0,LINE 53551,111.574,1,S,1,C39
2059,"Rodriguez, Mrs. Janice",female,57.5,0,0,LINE 85068,180.195,1,S,1,D61
2060,"Williams, Sir. Matthew",male,22,1,0,STON/O 32912,11.2552,2,C,0,
2061,"Burns, Dr. Peggy",female,50.7,0,1,W.E.P. 36114,20.8575,1,Q,1,
2062,"Cannon, Mr. Billy",male,30.6,2,0,C.A. 48079,94.185,1,S,1,
2063,"Cross, Major. Nicholas",male,17.1,0,0,W.E.P. 41057,57.4964,1,S,1,
2064,"Murphy, Col. Christopher",male,58.6,0,1,C.A. 19308,126.3607,1,S,0,B81
2065,"Sparks, Mr. Connor",male,36.8,0,0,LINE 29279,76.7837,1,S,0,
2066,"Christensen, Miss. Angela",female,32.1,4,0,PC 61855,206.719,1,C,1,B149
2067,"Johnson, Major. Travis",male,30.6,1,0,C.A. 38883,80.5224,1,S,0,
2068,"Greene, Miss. Misty",female,17.3,1,0,A/ 69211,10.0219,3,S,1,
2069,"Gardner, Rev. William",male,32,0,1,PC 85197,28.7337,2,Q,0,
2070,"Park, Dr. James",male,48.9,1,0,W.E.P. 33276,20,1,C,0,
2071,"Jones, Sir. Justin",male,25.4,0,1,PC 97954,170.9063,1,S,0,C150
2072,"Cox, Miss. Emily",female,49,0,0,C.A. 11196,65.9666,1,S,1,
2073,"Perez, Dr. William",male,20.1,0,0,SOTON/OQ 84658,109.9691,1,S,1,E16
2074,"Ortega, Mr. Sean",male,41.5,3,0,W.E.P. 81567,138.9158,1,C,1,C26
2075,"Abbott, Major. Brandon",male,45.6,0,0,C.A. 91198,93.6042,1,S,1,
2076,"Smith, Col. Eric",male,39.5,0,0,LINE 99148,20.6297,1,S,1,B61
2077,"Campbell, Miss. Jessica",female,24.5,0,0,PC 70343,75.9105,1,Q,1,D49
2078,"Brown, Major. John",male,41.5,0,0,PC 26350,10,2,S,0,
2079,"Moss, Dr. Donna",female,46.6,0,0,C.A. 46003,96.3771,1,S,1,D102
2080,"Hanson, Rev. Mario",male,17.7,0,0,A/ 53326,26.0685,2,C,0,
2081,"Mann, Major. Nicholas",male,27.6,0,0,A/ 17149,11.9238,2,Q,0,
2082,"Kelly, Countess. Zoe",female,6.5,0,1,A/ 21327,20,1,Q,1,
2083,"Williams, Lady. Donna",female,25.9,0,0,PC 43369,22.3036,3,C,0,
2084,"Griffith, Mrs. Dorothy",female,16.6,0,0,LINE 63733,92.1052,1,S,0,B68
2085,"Carlson, Dr. William",male,31.8,0,1,C.A. 18147,10,2,C,0,
2086,"Bowers, Major. Sean",male,52.3,0,0,W.E.P. 45818,20,1,C,1,A122
2087,"West, Sir. Brian",male,21.9,0,1,PC 85907,27.7613,3,S,0,
2088,"Evans, Countess. Anita",female,52.8,1,1,STON/O 83963,89.3467,1,C,1,A33
2089,"Flores, Miss. Rachel",female,20.9,0,0,A/ 61141,20,1,S,1,
2090,"Cannon, Miss. Nicole",female,22.9,1,0,W.E.P. 53321,76.1043,1,Q,1,B52
2091,"Garcia, Sir. Jorge",male,34,3,0,PC 25059,36.5423,2,Q,0,
2092,"Gonzalez, Dr. Craig",male,55.8,0,0,LINE 37555,236.1774,1,S,1,B89
2093,"Myers, Mrs. Christina",female,52,0,0,STON/O 92312,23.4022,1,S,1,B28
2094,"Jackson, Sir. Jonathan",male,39.3,1,0,STON/O 90041,52.6407,1,S,0,D65
2095,"Goodman, Rev. Justin",male,25.8,0,1,W.E.P. 45534,10,2,S,0,
2096,"Jacobs, Col. Steven",male,20.1,0,0,W.E.P. 53071,20,1,S,1,
2097,"Hensley, Dr. Jessica",female,30.6,2,2,PC 53526,10,2,S,1,
2098,"Martin, Mrs. Christina",female,35.9,1,0,C.A. 85492,127.4222,1,S,1,D89
2099,"Lawson, Countess. Sara",female,28.2,0,0,PC 15985,14.7104,3,C,0,
2100,"Harper, Sir. Eric",male,46.6,0,0,W.E.P. 17350,31.8199,2,S,0,
2101,"Hoffman, Dr. Robert",male,66.8,2,0,W.E.P. 21972,74.7383,1,S,1,B145
2102,"Edwards, Mr. Jacob",male,29.2,0,0,PC 60465,19.0334,2,C,0,
2103,"Ellis, Rev. Robert",male,37.3,0,1,LINE 31387,10,2,S,1,
2104,"Matthews, Major. Eric",male,6.1,0,1,W.E.P. 73987,71.1192,1,S,0,
2105,"Mcguire, Dr. Heather",female,61.4,0,1,SOTON/OQ 56743,20,1,S,1,
2106,"Wilkinson, Rev. Peter",male,22.5,0,0,STON/O 37201,19.2865,2,S,0,
2107,"Rich, Rev. Richard",male,27.6,0,0,STON/O 79057,27.1912,2,S,0,
2108,"Greene, Mr. Stephen",male,16.5,0,0,STON/O 72706,10,2,S,0,
2109,"Cooper, Rev. Michael",male,60,0,0,SOTON/OQ 23309,124.0004,1,S,0,A37
2110,"Dixon, Col. Eric",male,39,1,0,LINE 18394,54.1204,1,S,0,A139
2111,"Hernandez, Dr. Louis",male,19,0,0,LINE 89282,28.5835,2,C,0,
2112,"Jackson, Dr. Gregg",male,63.2,0,0,A/ 82873,20,1,Q,1,A100
2113,"Wu, Mr. Richard",male,41.1,0,0,W.E.P. 15607,28.4432,2,S,1,
2114,"Roberts, Mrs. Tracy",female,14.9,0,1,PC 88364,5.9719,3,S,1,
