PassengerId,Name,Sex,Age,Pclass,Embarked
1355,"Sampson, Rev. Nicholas",male,36.3,1,S
1356,"Jones, Rev. Ryan",male,25.3,2,Q
1357,"Bautista, Dr. Rebekah",female,43.1,2,C
1358,"Singh, Rev. David",male,22.6,3,S
1359,"Campbell, Mr. Devin",male,62.6,1,C
1360,"Ross, Lady. Savannah",female,19,3,S
1361,"Christian, Mrs. Taylor",female,43.5,1,S
1362,"Harris, Dr. Matthew",male,36.2,1,Q
1363,"Barton, Col. Michael",male,56.1,1,Q
1364,"Scott, Rev. Daniel",male,26.3,3,C
1365,"Wells, Mr. Walter",male,61.4,1,S
1366,"Thomas, Mrs. Shirley",female,48.9,1,S
1367,"Macdonald, Col. Brian",male,23.5,3,S
1368,"Herrera, Mr. Jermaine",male,5.5,1,S
1369,"Howell, Dr. Jonathan",male,29.6,2,C
1370,"Scott, Col. William",male,36.7,1,S
1371,"Carroll, Rev. Brandon",male,11.8,3,S
1372,"Fuller, Major. Marc",male,34.1,1,S
1373,"Smith, Sir. Justin",male,51.3,3,C
1374,"Weber, Dr. Chad",male,42.5,2,S
1375,"Robles, Mrs. Jessica",female,33.1,3,C
1376,"Jackson, Col. Timothy",male,28.1,1,S
1377,"Davies, Mr. Luis",male,51.7,1,Q
1378,"Bishop, Rev. Cody",male,28.8,1,S
1379,"Rice, Rev. Adam",male,42.9,1,S
1380,"Welch, Rev. Daniel",male,24.9,1,S
1381,"Rodriguez, Countess. Erica",female,63.6,1,S
1382,"Olsen, Mr. Craig",male,8.9,2,S
1383,"Willis, Rev. Max",male,16.5,2,C
1384,"Wolf, Countess. Crystal",female,13.3,3,C
1385,"Clark, Col. Juan",male,26.6,3,S
1386,"Navarro, Mr. Jason",male,11.6,3,S
1387,"Mays, Major. Jonathan",male,37.5,1,S
1388,"Atkins, Dr. David",male,34.9,3,C
1389,"White, Mrs. Cassandra",female,19.5,3,S
1390,"Johnson, Major. Tommy",male,47.7,1,C
1391,"Brown, Rev. Zachary",male,55.4,3,S
1392,"Collins, Major. Wayne",male,51.7,1,S
1393,"Pace, Mrs. Jennifer",female,31.4,2,S
1394,"Daniel, Major. Jacob",male,41.5,2,C
1395,"Martinez, Countess. Susan",female,38.1,1,S
1396,"Santos, Miss. Jill",female,41.5,2,Q
1397,"Daniels, Sir. Jeffery",male,37.6,1,Q
1398,"Hernandez, Mrs. Melanie",female,0.2,3,C
1399,"Wilson, Mr. Nicholas",male,17.6,2,C
1400,"Flores, Dr. Amanda",female,45.9,1,S
1401,"Graham, Dr. Jose",male,45.5,2,S
1402,"Smith, Major. Joel",male,15.6,3,S
1403,"Meyers, Countess. Brandy",female,24.9,3,C
1404,"Jensen, Col. Nathan",male,25.4,3,C
1405,"Nelson, Mrs. Lori",female,30,1,C
1406,"Wright, Dr. Brent",male,50,1,Q
1407,"Lee, Dr. Theresa",female,29.5,2,S
1408,"Reynolds, Sir. Lee",male,22.3,3,S
1409,"Nguyen, Dr. Stephanie",female,7.8,3,C
1410,"Wood, Rev. Paul",male,25.8,3,S
1411,"Lloyd, Rev. Jimmy",male,32.9,1,S
1412,"Aguilar, Mrs. Paula",female,41.9,1,S
1413,"Mills, Mr. Robert",male,35.4,1,S
1414,"Mcclain, Lady. Maria",female,28.9,2,S
1415,"Rojas, Sir. Mark",male,20.3,3,S
1416,"Ross, Miss. Elizabeth",female,35.1,2,C
1417,"Wall, Mr. Eddie",male,25.1,2,S
1418,"Hughes, Mr. Aaron",male,30.4,1,S
1419,"Lopez, Dr. Shannon",male,26.7,1,S
1420,"Garrison, Major. Russell",male,28.5,1,S
1421,"Porter, Mrs. Jeanette",female,26.5,3,C
1422,"Rodgers, Col. Thomas",male,34.2,3,Q
1423,"Owens, Countess. Andrea",female,7.8,1,S
1424,"Miles, Sir. Robert",male,37.6,1,Q
1425,"Palmer, Mrs. Olivia",female,34.6,1,C
1426,"Kramer, Dr. Amanda",female,39.8,1,S
1427,"Clark, Col. Joel",male,33.7,2,Q
1428,"Figueroa, Lady. Elizabeth",female,30.3,1,Q
1429,"Ballard, Dr. Curtis",male,36.7,1,S
1430,"Oliver, Countess. Cynthia",female,50.1,1,S
1431,"Smith, Mr. Brian",male,23,3,C
1432,"Moore, Dr. Scott",male,35.7,3,S
1433,"Scott, Col. Cole",male,36.8,1,S
1434,"Bowman, Lady. Debra",female,38.3,1,S
1435,"Hunt, Mr. Anthony",male,52.9,1,S
1436,"Horton, Mr. Jared",male,25.7,1,S
1437,"Nelson, Mr. Sean",male,41,2,S
1438,"Johnson, Dr. Michael",male,20.5,1,S
1439,"Kelly, Countess. Pamela",female,0.4,1,S
1440,"Miller, Rev. Matthew",male,41.6,1,Q
1441,"Roberts, Countess. Christina",female,24.6,2,S
1442,"Smith, Dr. Jeffrey",male,0.4,1,S
1443,"Mcdaniel, Col. Patrick",male,50.3,1,S
1444,"Smith, Col. Daniel",male,33,1,S
1445,"Grant, Countess. Natalie",female,21.3,3,C
1446,"Coleman, Sir. Dylan",male,48.5,1,Q
1447,"Jones, Major. Michael",male,21,1,S
1448,"Middleton, Miss. Laura",female,15.1,1,S
1449,"Flores, Major. Brian",male,51.2,1,Q
1450,"Mckinney, Countess. Rebecca",female,41.4,1,S
1451,"Martinez, Dr. Victor",male,17.3,3,C
1452,"Walker, Dr. Daniel",male,43.6,2,S
1453,"Smith, Rev. Christopher",male,28.3,1,S
1454,"Gonzalez, Col. Jeffery",male,68.3,1,S
1455,"Smith, Dr. Blake",male,58.5,1,S
1456,"Jackson, Col. John",male,5.5,3,S
1457,"Walker, Col. Samuel",male,42.2,2,S
1458,"Mccormick, Mr. John",male,30.8,2,S
1459,"Vasquez, Col. Jeremiah",male,41.3,2,C
1460,"Spencer, Col. Calvin",male,37.2,3,S
1461,"Hatfield, Rev. Robert",male,35.1,3,S
1462,"Fischer, Lady. Ashley",female,7.1,2,Q
1463,"Miller, Rev. Cody",male,15.8,3,S
1464,"Allen, Major. Jerry",male,35.3,1,S
1465,"Gomez, Sir. Sergio",male,30.6,1,S
1466,"Knight, Rev. Brett",male,47.5,1,S
1467,"Moore, Rev. Brandon",male,22.6,3,Q
1468,"Johnson, Major. Christopher",male,41.7,1,Q
1469,"Henry, Major. Andrew",male,30.5,2,S
1470,"Adams, Major. Michael",male,43.4,1,S
1471,"Huff, Major. Jared",male,34.7,1,S
1472,"Ray, Lady. Jennifer",female,18.9,3,C
1473,"Smith, Mrs. Melinda",female,50.1,3,S
1474,"Burch, Dr. Matthew",male,35.1,2,S
1475,"Miller, Sir. Jerome",male,24.8,3,S
1476,"Poole, Mr. Ryan",male,5.8,3,S
1477,"Hernandez, Lady. Gina",female,9.4,3,S
1478,"Lopez, Rev. Wayne",male,18.7,1,Q
1479,"Farrell, Rev. Shane",male,43.3,1,S
1480,"Baker, Col. James",male,33.6,1,S
1481,"Carlson, Rev. Tony",male,45.9,1,S
1482,"Harmon, Countess. Monique",female,31.1,1,Q
1483,"Clarke, Sir. Jonathan",male,54.8,1,S
1484,"Young, Mr. Alexander",male,30.1,2,S
1485,"Francis, Major. Dean",male,54.8,1,S
1486,"Conley, Mrs. Julie",female,45.8,1,S
1487,"Gray, Mr. Kenneth",male,38,3,S
1488,"Chen, Countess. Wendy",female,27.2,1,S
1489,"Davis, Rev. Anthony",male,9,1,C
1490,"Ashley, Countess. Madeline",female,9.2,3,S
1491,"Lucas, Dr. Mackenzie",female,21.2,1,S
1492,"Walker, Mrs. Janice",female,24.4,3,S
1493,"Myers, Dr. Patrick",male,42.8,1,S
1494,"Brock, Dr. Jasmine",female,37.3,2,S
1495,"Hicks, Col. Jeffrey",male,61.3,1,S
1496,"Ayers, Miss. Elizabeth",female,0.4,2,S
1497,"Gomez, Col. Tyrone",male,37.9,1,S
1498,"Hawkins, Rev. Jack",male,14.1,2,S
1499,"Barnett, Col. Terry",male,45.9,2,C
1500,"Park, Lady. Debra",female,8.4,3,S
1501,"Manning, Major. Carl",male,10.3,1,Q
1502,"Huber, Col. Eric",male,63.8,1,S
1503,"Rowe, Rev. Chad",male,37.9,2,C
1504,"Lester, Major. Andre",male,56.4,1,S
1505,"Boyer, Miss. Emily",female,39.1,2,S
1506,"Hernandez, Dr. Michael",male,24.1,2,Q
1507,"Escobar, Mrs. Joyce",female,23.6,1,S
1508,"Castillo, Col. Paul",male,28.9,1,C
1509,"Christian, Col. Anthony",male,31.2,3,Q
1510,"Williams, Countess. Danielle",female,34.7,2,S
1511,"Snow, Dr. Brandon",male,51.2,1,C
1512,"Wilson, Rev. Matthew",male,13.4,3,C
1513,"Evans, Major. Douglas",male,31.2,3,S
1514,"Mendez, Dr. Cynthia",female,42.1,1,C
1515,"Freeman, Rev. William",male,4.8,2,S
1516,"Carlson, Dr. Crystal",female,22.9,1,Q
1517,"Mcbride, Countess. Brooke",female,35.3,1,S
1518,"Hale, Major. Kenneth",male,24,3,C
1519,"Thomas, Mr. Cameron",male,35.6,1,S
1520,"Miller, Miss. Shannon",female,19.9,3,S
1521,"Webb, Col. Charles",male,56,1,S
1522,"Phillips, Sir. Daniel",male,48.7,1,Q
1523,"Fuller, Major. Jeremy",male,41,1,S
1524,"Hunter, Lady. Ashley",female,22.5,1,C
1525,"Phillips, Col. Alexander",male,60.9,1,S
1526,"Harris, Col. Brandon",male,32.9,1,S
1527,"Silva, Major. William",male,46.4,2,C
1528,"Gibbs, Mrs. Rachel",female,49.9,1,S
1529,"Carpenter, Miss. Shelby",female,22,1,S
1530,"Foster, Major. Luke",male,17.4,3,S
1531,"Kelly, Col. Lance",male,48,1,C
1532,"Hendrix, Col. Jeffrey",male,12.9,3,S
1533,"Moore, Dr. Lauren",female,29.1,2,Q
1534,"Davis, Sir. Wesley",male,34.3,2,C
1535,"Long, Mr. Jordan",male,43.3,3,S
1536,"James, Sir. John",male,24.5,1,S
1537,"Olson, Lady. Kristen",female,55.9,1,C
1538,"Morales, Rev. Shaun",male,25.4,3,S
1539,"Rivers, Miss. Lindsey",female,50.4,1,S
1540,"Stephens, Lady. Hannah",female,10.4,1,C
1541,"Henderson, Mrs. Jennifer",female,25.4,3,S
1542,"Morgan, Sir. Kenneth",male,37,1,S
1543,"Bullock, Miss. Katherine",female,38.3,1,S
1544,"Branch, Col. Samuel",male,44,1,C
1545,"Khan, Col. Christopher",male,51.2,1,S
1546,"Zimmerman, Mr. Nathan",male,57,1,S
1547,"Ramirez, Major. Dylan",male,36.8,2,C
1548,"Hughes, Col. Darrell",male,6.6,2,S
1549,"Stafford, Mr. Michael",male,38.1,1,S
1550,"Smith, Major. Raymond",male,34.5,1,S
1551,"Ruiz, Sir. Kevin",male,15.2,1,S
1552,"Ramirez, Dr. Larry",male,21.4,1,Q
1553,"Edwards, Sir. Victor",male,35.7,3,S
1554,"Gonzalez, Rev. James",male,55.7,1,C
1555,"Levine, Rev. Brandon",male,22.5,3,S
1556,"Clay, Sir. John",male,43.9,1,S
1557,"Patterson, Mr. Christopher",male,10.5,3,S
1558,"Briggs, Dr. Logan",male,30.9,1,S
1559,"Neal, Dr. Jenna",female,15.1,1,S
1560,"Brooks, Major. Richard",male,49.2,1,S
1561,"Oconnor, Sir. Jack",male,29.5,2,S
1562,"Rodriguez, Lady. Jody",female,24.1,1,S
1563,"Wong, Lady. Ashley",female,47,1,S
1564,"Rivera, Sir. Edward",male,16.1,2,S
1565,"Hawkins, Mr. Jeremy",male,50.1,3,S
1566,"Gordon, Miss. Courtney",female,36.2,1,S
1567,"Aguilar, Col. Joshua",male,56.8,1,S
1568,"White, Major. Cole",male,37.5,1,S
1569,"Porter, Sir. Mark",male,23,1,C
1570,"Adams, Mr. Joshua",male,45.7,1,S
1571,"Smith, Rev. Ivan",male,48.2,1,C
1572,"Rodriguez, Major. Mark",male,22.1,1,C
1573,"Hernandez, Sir. Tracy",male,29.7,1,S
1574,"Shelton, Lady. Alyssa",female,38.3,1,Q
1575,"Wilkinson, Mrs. Amy",female,41.1,1,S
1576,"Johnston, Miss. Jennifer",female,5.3,2,Q
1577,"Anderson, Rev. Jeremy",male,43.1,1,Q
1578,"Prince, Sir. Matthew",male,4.7,1,S
1579,"Harrison, Dr. Adam",male,34.9,1,S
1580,"Davis, Dr. Hunter",male,27.6,1,C
1581,"Good, Dr. Gregory",male,47.3,1,S
1582,"Matthews, Major. Christian",male,28.8,3,S
1583,"White, Rev. Alexander",male,33.4,2,S
1584,"Miller, Countess. Beverly",female,8.1,2,C
1585,"Clark, Miss. Kaitlin",female,27.9,2,C
1586,"Contreras, Dr. Christopher",male,11.6,1,S
1587,"Adams, Major. Christian",male,40.7,1,S
1588,"Christian, Dr. Thomas",male,52.5,1,S
1589,"Diaz, Mrs. Adriana",female,32.8,1,S
1590,"Torres, Major. Sean",male,31,3,C
1591,"Brown, Dr. Chelsea",female,15.2,2,S
1592,"Strong, Col. Douglas",male,68.8,1,S
1593,"Richardson, Miss. Elizabeth",female,18.2,3,S
1594,"Ball, Mr. Dalton",male,35.4,3,C
1595,"Madden, Sir. Kevin",male,27.2,1,S
1596,"Chen, Mrs. Denise",female,42.5,2,S
1597,"Johnson, Miss. Amy",female,40.2,2,Q
1598,"Maldonado, Dr. Natalie",female,17,3,S
1599,"Powell, Dr. Michael",male,51.7,1,S
1600,"Garner, Dr. Taylor",female,47.6,1,S
1601,"Spears, Dr. Taylor",female,17,2,S
1602,"Padilla, Major. Matthew",male,30.8,2,S
1603,"Thomas, Countess. Heather",female,34.8,2,S
1604,"Smith, Dr. Caitlyn",female,32.5,2,Q
1605,"Roberts, Mr. William",male,38.1,3,S
1606,"Rodriguez, Mr. Albert",male,37.4,2,C
1607,"White, Dr. Shannon",female,27.8,1,S
1608,"Ramirez, Mrs. Yolanda",female,51.8,1,S
1609,"Jackson, Rev. Kelly",male,56.2,1,S
1610,"Perez, Sir. Kurt",male,23.1,2,S
1611,"Winters, Mr. Joseph",male,24.5,2,S
1612,"Cox, Col. Mark",male,20.8,1,S
1613,"Hall, Lady. Savannah",female,42.8,1,S
1614,"Allen, Dr. Christopher",male,18.3,1,S
1615,"Stevens, Rev. Justin",male,56.8,1,S
1616,"Mitchell, Rev. Andrew",male,30.1,3,S
1617,"Kirk, Major. Nicholas",male,28.5,2,S
1618,"Kemp, Major. Kyle",male,52.4,1,S
1619,"Luna, Lady. Jennifer",female,41.5,2,Q
1620,"Stephens, Countess. Jessica",female,36.6,1,S
1621,"Hernandez, Dr. Charles",male,26.4,1,S
1622,"Young, Lady. Sarah",female,32,1,C
1623,"White, Countess. Sheila",female,39.8,3,Q
1624,"Francis, Dr. Kelly",female,51.9,1,C
1625,"Herrera, Major. Robert",male,46.3,1,C
1626,"Jenkins, Sir. Robert",male,64.3,1,S
1627,"Knight, Lady. Tammy",female,51.8,1,S
1628,"Cooley, Sir. John",male,16.8,1,S
1629,"Williams, Mr. Robert",male,24.9,2,S
1630,"Allen, Major. Russell",male,23.4,1,S
1631,"King, Dr. Monica",female,40.6,1,S
1632,"Davis, Mr. Jesse",male,39.2,1,Q
1633,"Alvarado, Major. Michael",male,43.4,1,S
1634,"Reed, Countess. Barbara",female,54.9,1,S
1635,"Warren, Rev. Eric",male,22,3,S
1636,"Martin, Sir. Drew",male,19.8,1,C
1637,"White, Mrs. Emily",female,36.5,1,S
1638,"Robertson, Countess. Alexis",female,52.5,1,C
1639,"Anderson, Major. Christopher",male,42.7,1,S
1640,"Carlson, Major. Lance",male,15.7,3,S
1641,"Carroll, Sir. Eduardo",male,42.4,1,S
1642,"Meyers, Major. Bruce",male,27.9,2,S
1643,"Robinson, Dr. Philip",male,45.9,1,Q
1644,"Leon, Major. Allen",male,0.2,3,S
1645,"Weaver, Dr. Christopher",male,39.3,2,S
1646,"West, Rev. Brandon",male,19.7,2,S
1647,"Smith, Rev. Christopher",male,59.9,1,Q
1648,"Parker, Dr. Nancy",female,39.1,1,C
1649,"Cunningham, Sir. Richard",male,50.3,1,S
1650,"White, Major. John",male,36,1,S
1651,"Matthews, Major. David",male,49.4,1,S
1652,"Smith, Lady. Brenda",female,39.2,1,Q
1653,"Holmes, Dr. Shawn",male,53.9,1,S
1654,"Harris, Col. Walter",male,42.5,1,S
1655,"Lara, Major. Vincent",male,15,1,S
1656,"King, Countess. Denise",female,15.5,2,C
1657,"Norris, Dr. Denise",female,28.2,2,C
1658,"Phillips, Countess. Christina",female,14.3,1,C
1659,"Wolf, Sir. Michael",male,12.7,2,Q
1660,"Sexton, Rev. Jon",male,59.6,1,C
1661,"Barrera, Miss. Cheyenne",female,30,1,S
1662,"Roberts, Rev. Keith",male,25.9,2,S
1663,"Johnson, Mrs. Lindsey",female,36.4,3,C
1664,"Wagner, Dr. Danielle",female,25.6,2,S
1665,"Grimes, Mrs. Helen",female,28.1,2,S
1666,"Jones, Major. Christopher",male,19.9,2,S
1667,"Robertson, Dr. Jeremiah",male,18.7,3,S
1668,"Powell, Dr. Reginald",male,43.6,1,S
1669,"Joseph, Miss. Tanya",female,31.7,1,C
1670,"Villanueva, Rev. Jason",male,48.3,1,S
1671,"Fernandez, Dr. Michael",male,42.3,1,S
1672,"Buckley, Miss. Marissa",female,50.5,1,S
1673,"Sawyer, Mr. Andrew",male,43.2,1,S
1674,"Miller, Rev. Jerry",male,22.3,1,S
1675,"Jones, Countess. Sabrina",female,45.3,1,S
1676,"Potter, Miss. Crystal",female,46.7,3,S
1677,"Mclaughlin, Col. Jason",male,34.8,1,S
1678,"Wall, Miss. Ann",female,5.4,1,S
1679,"Hubbard, Sir. James",male,23,2,S
1680,"Robinson, Mr. James",male,10.4,2,S
1681,"Glover, Rev. Juan",male,26.1,3,S
1682,"Young, Col. Matthew",male,30.7,2,S
1683,"Brewer, Dr. James",male,20.6,3,S
1684,"Harding, Sir. Isaiah",male,23.1,3,S
1685,"Holmes, Mr. Gregory",male,28,2,C
1686,"Barnett, Rev. Christopher",male,32.3,2,S
1687,"Rodriguez, Major. David",male,52.3,1,S
1688,"Brooks, Mr. Austin",male,53.6,1,Q
1689,"Hamilton, Sir. Michael",male,16,2,S
1690,"Rice, Lady. Haley",female,5.9,1,S
1691,"Mcdonald, Rev. Joshua",male,34.3,3,S
1692,"Richard, Mrs. Melissa",female,29.7,3,S
1693,"Salazar, Mr. Joseph",male,47,1,C
1694,"Rodriguez, Col. Joseph",male,53.9,1,S
1695,"Flowers, Mr. David",male,12.4,1,S
1696,"Diaz, Dr. Alicia",female,21,1,Q
1697,"Murphy, Miss. Sandra",female,19,3,S
1698,"Roberts, Dr. Christina",female,38.8,1,C
1699,"Sanchez, Major. Kevin",male,58.1,1,S
1700,"Charles, Dr. Gene",male,38.9,1,S
1701,"Guzman, Col. Jason",male,20.9,3,S
1702,"Duffy, Sir. Brian",male,22.7,1,S
1703,"Cook, Miss. Jennifer",female,57.3,1,S
1704,"Thompson, Dr. Kenneth",male,43.3,1,S
1705,"Greene, Mr. Allen",male,19.2,3,S
1706,"Madden, Miss. Kimberly",female,5.9,1,S
1707,"Gentry, Miss. Robin",female,14.8,3,S
1708,"Taylor, Major. Steve",male,41.9,1,S
1709,"Garcia, Dr. Nicole",female,34.1,1,S
1710,"Collins, Mr. Mark",male,36.9,2,S
1711,"Graves, Col. Brian",male,61.4,1,S
1712,"Johnson, Col. Matthew",male,46.9,1,Q
1713,"Burgess, Mr. Russell",male,39.7,1,S
1714,"Flores, Miss. Brooke",female,36.7,2,S
1715,"Torres, Rev. Justin",male,36.8,2,S
1716,"Jackson, Sir. Robert",male,60.5,1,S
1717,"May, Dr. Jeffrey",male,26.7,2,S
1718,"Watkins, Dr. Peter",male,53.7,1,S
1719,"Ewing, Mrs. Ann",female,4,3,C
1720,"Russo, Mr. Christopher",male,64.6,1,S
1721,"Bowers, Rev. Eduardo",male,25.2,1,C
1722,"Coleman, Mr. Christian",male,57.3,1,S
1723,"Rivera, Col. Michael",male,33.5,1,Q
1724,"Mcdonald, Mrs. Ashley",female,22.5,3,C
1725,"Boyer, Dr. Mark",male,50.6,1,S
1726,"Stokes, Dr. Lori",female,9.1,3,C
1727,"Williams, Col. Jeremy",male,63.3,1,S
1728,"Gentry, Rev. Mark",male,36.4,1,Q
1729,"Wagner, Col. Christopher",male,34.3,1,Q
1730,"Miller, Miss. Donna",female,24.1,1,C
1731,"Clark, Sir. Derek",male,27.4,1,S
1732,"Cook, Dr. Lisa",female,33.9,2,S
1733,"Adkins, Mr. David",male,38.4,1,Q
1734,"Smith, Mr. Howard",male,34.8,2,Q
1735,"Smith, Miss. Jenna",female,20.2,2,S
1736,"Wilkerson, Rev. Charles",male,16.4,3,S
1737,"Kline, Miss. Shannon",female,42.5,1,S
1738,"Franco, Major. Bobby",male,18.4,3,S
1739,"Douglas, Mr. Edwin",male,59.9,1,S
1740,"Roberts, Mr. Scott",male,23.1,2,S
1741,"Rodgers, Sir. Brian",male,38.1,3,C
1742,"Lawson, Major. Matthew",male,9.9,1,S
1743,"Andrews, Miss. Patricia",female,39.1,1,C
1744,"Martinez, Mrs. Katelyn",female,33.2,2,S
1745,"Hancock, Miss. Cristina",female,45.9,1,S
1746,"Morrow, Miss. Alyssa",female,17.3,3,C
1747,"Hall, Rev. Joseph",male,40.8,1,S
1748,"Howard, Dr. Molly",female,39.1,1,S
1749,"Nichols, Rev. Matthew",male,31.9,1,S
1750,"Cox, Col. Michael",male,24,3,S
1751,"Johnson, Mrs. Holly",female,33.1,1,C
1752,"Macias, Lady. Elizabeth",female,50.5,1,S
1753,"Li, Lady. Sarah",female,21.7,3,Q
1754,"Chavez, Col. Anthony",male,13.3,3,C
1755,"Thomas, Sir. Robert",male,58.9,1,S
1756,"Hernandez, Miss. Janice",female,49.9,1,S
1757,"Hunter, Col. Aaron",male,24.8,3,Q
1758,"Frey, Mrs. Kristina",female,17,2,S
1759,"Yates, Major. Darrell",male,60.9,1,C
1760,"Jimenez, Dr. Angela",female,49,2,C
1761,"Collins, Mr. David",male,34.5,1,C
1762,"Alexander, Dr. Marc",male,49.1,2,S
1763,"Williams, Mr. Nicholas",male,41.6,1,C
1764,"Burke, Countess. Julia",female,41.9,2,C
1765,"Fisher, Dr. Melissa",female,43.6,1,S
1766,"Olson, Countess. Carrie",female,53.7,1,S
1767,"Boyle, Major. Bryan",male,18.5,1,S
1768,"West, Dr. Amber",female,19.7,3,S
1769,"Long, Major. Joshua",male,37.3,1,C
1770,"Brown, Sir. Miguel",male,24.2,2,C
1771,"Roberts, Rev. Jason",male,44,3,C
1772,"Lambert, Rev. Walter",male,59.8,1,C
1773,"Silva, Dr. Kathy",female,33.7,1,C
1774,"Rodgers, Major. Evan",male,50.3,1,S
1775,"Weaver, Miss. Katie",female,35.4,1,S
1776,"Jones, Major. Thomas",male,50.7,1,S
1777,"Summers, Countess. Krystal",female,35.4,2,C
1778,"Ramirez, Mr. Timothy",male,44.7,2,Q
1779,"Gibbs, Dr. Anthony",male,15.7,1,Q
1780,"Rodriguez, Col. Michael",male,50.3,2,S
1781,"Davenport, Rev. Jason",male,48.1,1,S
1782,"Mcguire, Countess. Kristin",female,19,3,Q
1783,"Cortez, Col. Christian",male,8.7,2,S
1784,"Clayton, Sir. Manuel",male,53.8,3,S
1785,"Howard, Mrs. Rebecca",female,6.6,2,S
1786,"Ramos, Mrs. Cindy",female,34.5,1,S
1787,"Goodwin, Rev. Michael",male,39.5,1,Q
1788,"Lopez, Col. Daniel",male,20.5,3,S
1789,"Jones, Dr. Jon",male,46.7,1,S
1790,"Joyce, Major. Kyle",male,34.8,1,S
1791,"Velazquez, Sir. Derek",male,34.1,2,S
1792,"Lee, Rev. Victor",male,33.2,3,S
1793,"Johnson, Dr. John",male,36.7,1,S
1794,"Brooks, Col. Steven",male,42.8,1,S
1795,"Baker, Rev. Jeffrey",male,23.7,1,S
1796,"Gonzalez, Mr. Jerry",male,33.6,2,S
1797,"Buck, Dr. Dana",female,8.8,3,S
1798,"Barron, Dr. Steven",male,50.7,1,S
1799,"Smith, Dr. Jose",male,41.2,3,S
1800,"Figueroa, Col. Derek",male,73.9,1,Q
1801,"Cook, Miss. Amber",female,5,3,S
1802,"Cunningham, Mrs. Jennifer",female,38.8,1,S
1803,"Briggs, Dr. Alex",male,57.3,1,S
1804,"Castro, Major. Christian",male,48.1,1,S
1805,"Vargas, Mrs. Paige",female,45.7,1,S
1806,"Snow, Sir. David",male,65.2,1,S
1807,"King, Rev. Joshua",male,51.6,1,Q
1808,"Bradley, Mr. Michael",male,52.3,1,S
1809,"Ramirez, Miss. Tiffany",female,26.6,1,S
1810,"Clark, Col. Christopher",male,5.7,2,C
1811,"Poole, Col. Alexander",male,17,3,C
1812,"Haynes, Dr. Jason",male,54.3,1,S
1813,"Ho, Rev. Keith",male,32.8,3,S
1814,"Hernandez, Major. Zachary",male,26.4,1,S
1815,"Mitchell, Rev. Brian",male,22.3,3,S
1816,"Lowe, Dr. Eric",male,53.4,1,S
1817,"Hickman, Miss. Leslie",female,46.6,2,S
1818,"Anderson, Dr. Scott",male,50.7,1,S
1819,"Gonzalez, Dr. Joshua",male,22.7,1,S
1820,"Smith, Sir. Michael",male,46.9,1,C
1821,"Rodriguez, Sir. Larry",male,22.8,3,S
1822,"Ramirez, Col. Benjamin",male,41.9,1,S
1823,"Rodriguez, Rev. Ricardo",male,33.2,3,S
1824,"Hernandez, Major. Christopher",male,46.4,2,S
1825,"Price, Major. Richard",male,61.4,1,Q
1826,"Christensen, Mr. Jason",male,49.8,1,S
1827,"Hancock, Mr. Frank",male,35.7,1,Q
1828,"Mcguire, Miss. Autumn",female,23.2,3,S
1829,"Henderson, Rev. Eric",male,4.4,3,C
1830,"Davis, Sir. Ryan",male,42.1,1,S
1831,"Glover, Major. David",male,41.8,3,S
1832,"Schroeder, Col. Chad",male,0.4,3,S
1833,"Adams, Major. Cody",male,63.4,1,S
1834,"Rowland, Major. Christopher",male,38.7,2,S
1835,"Brown, Mr. Matthew",male,35.1,1,S
1836,"Johnson, Col. Justin",male,41.1,3,C
1837,"Eaton, Mr. Jeff",male,58.2,1,S
1838,"Nolan, Dr. Laura",female,20.1,3,C
1839,"Johnston, Rev. Chad",male,10.9,3,S
1840,"Davis, Major. Corey",male,55.5,2,S
1841,"Wilson, Sir. Michael",male,46.3,1,S
1842,"Ramirez, Sir. Joshua",male,53.9,1,C
1843,"Anderson, Rev. Christopher",male,51.8,1,S
1844,"White, Rev. William",male,45,1,S
1845,"Clements, Mr. Tyler",male,7.4,2,S
1846,"Howard, Mr. Daniel",male,6.9,2,C
1847,"Greene, Countess. Brittany",female,55.6,3,S
1848,"Johnson, Lady. Karen",female,56.5,1,S
1849,"Rodriguez, Rev. George",male,36.6,3,S
1850,"Pierce, Sir. Dennis",male,54.5,1,S
1851,"Poole, Countess. Megan",female,29,2,S
1852,"Taylor, Mrs. Jessica",female,5.5,2,S
1853,"Hart, Mrs. Dawn",female,25.9,3,S
1854,"Oliver, Col. Robert",male,27.2,3,S
1855,"Newton, Miss. Carolyn",female,44.3,1,S
1856,"Lee, Col. Steven",male,25.4,1,S
1857,"Sutton, Col. Peter",male,39.1,2,S
1858,"Banks, Rev. Alex",male,20,2,S
1859,"Diaz, Mr. Timothy",male,14.7,1,S
1860,"Harris, Mr. Jose",male,18.4,1,S
1861,"Wheeler, Rev. Adam",male,39,1,S
1862,"Cameron, Rev. William",male,28.1,1,S
1863,"Simpson, Sir. James",male,14.5,1,S
1864,"Jacobs, Dr. Jennifer",female,13,3,S
1865,"Phillips, Dr. Robert",male,40.7,2,S
1866,"Ford, Dr. David",male,56.6,1,S
1867,"Martinez, Major. Tony",male,52.3,1,C
1868,"Rodriguez, Major. James",male,21.2,3,S
1869,"Williams, Major. Troy",male,30.1,1,C
1870,"Mack, Dr. Angela",female,17.4,2,S
1871,"Cooper, Dr. Joseph",male,43.7,2,S
