PassengerId,Name,Sex,Age,Pclass,Survived,rango_edad
1966,"Martinez, Rev. Ethan",male,21.6,3,0,Adulto_Joven
1967,"Winters, Mr. Paul",male,47.9,1,0,Adulto
1968,"Huynh, Rev. Mark",male,35.5,3,0,Adulto_Joven
1969,"Lopez, Mr. Bryan",male,42.7,1,1,Adulto
1970,"Wilson, Mr. Peter",male,50.1,1,1,Adulto
1971,"Lloyd, Col. Edward",male,48.4,1,0,Adulto
1972,"Kelly, Mrs. Hannah",female,60.2,1,1,Senior
1973,"Bush, Sir. Nicholas",male,31.3,1,0,Adulto_Joven
1974,"Brooks, Rev. Christopher",male,40.8,1,0,Adulto
1975,"Arellano, Col. Larry",male,32.2,1,0,Adulto_Joven
1976,"Castro, Dr. John",male,32.1,1,0,Adulto_Joven
1977,"Robinson, Dr. Matthew",male,26.5,1,0,Adulto_Joven
1978,"Daniels, Mrs. Donna",female,27.2,1,1,Adulto_Joven
1979,"Jones, Mr. David",male,38.6,1,0,Adulto_Joven
1980,"Martinez, Mrs. Julia",female,11.3,3,1,Infante
1981,"Kirby, Col. Douglas",male,21.4,3,0,Adulto_Joven
1982,"Davis, Dr. Karen",female,33.8,3,1,Adulto_Joven
1983,"Martin, Rev. Todd",male,26.9,1,0,Adulto_Joven
1984,"Gonzalez, Dr. Matthew",male,46.9,1,0,Adulto
1985,"Stewart, Miss. Beth",female,24.1,3,1,Adulto_Joven
1986,"Salazar, Dr. Melvin",male,13.1,1,1,Adolescente
1987,"Castillo, Col. David",male,50,1,1,Adulto
1988,"Fox, Countess. Brenda",female,20.2,2,1,Adulto_Joven
1989,"Mcdowell, Dr. Olivia",female,5.7,3,1,Infante
1990,"Mann, Lady. Sabrina",female,19.2,2,1,Adolescente
1991,"Morgan, Col. Billy",male,27.8,3,0,Adulto_Joven
1992,"Humphrey, Miss. Rachel",female,42.2,1,1,Adulto
1993,"Davis, Sir. Randall",male,14.4,3,0,Adolescente
1994,"Hernandez, Dr. Lucas",male,34.9,1,0,Adulto_Joven
1995,"Smith, Mr. John",male,37.5,1,0,Adulto_Joven
1996,"Hardy, Dr. Justin",male,19.9,3,0,Adolescente
1997,"Powell, Col. Patrick",male,37.5,1,1,Adulto_Joven
1998,"Perez, Mrs. Nicole",female,24.6,3,0,Adulto_Joven
1999,"Harris, Major. Robert",male,5.1,1,0,Infante
2000,"Baker, Miss. Samantha",female,43.7,1,1,Adulto
2001,"Gamble, Dr. Connor",male,38.3,1,0,Adulto_Joven
2002,"Jimenez, Sir. Todd",male,6.6,2,0,Infante
2003,"Gibson, Dr. Jesse",male,32.7,1,0,Adulto_Joven
2004,"Mooney, Col. William",male,17,1,1,Adolescente
2005,"Edwards, Dr. Lori",female,7.7,2,1,Infante
2006,"Young, Sir. Jason",male,45.9,1,1,Adulto
2007,"Grant, Sir. Manuel",male,19.3,3,1,Adolescente
2008,"Taylor, Mr. Joseph",male,34.7,3,0,Adulto_Joven
2009,"Roth, Major. Kenneth",male,45.3,3,0,Adulto
2010,"Marsh, Rev. Matthew",male,47.9,1,1,Adulto
2011,"Beltran, Countess. Jennifer",female,19.4,3,1,Adolescente
2012,"Strong, Mr. Austin",male,21,3,0,Adulto_Joven
2013,"Martinez, Dr. David",male,29,3,0,Adulto_Joven
2014,"Berry, Dr. Jennifer",female,19,3,1,Adolescente
2015,"Ross, Dr. Tracy",female,21.2,1,1,Adulto_Joven
2016,"Roberson, Major. Walter",male,29.1,1,0,Adulto_Joven
2017,"Gray, Rev. Robert",male,28.2,3,0,Adulto_Joven
2018,"Moore, Dr. Dylan",male,65.3,1,1,Senior
2019,"Mercado, Major. Matthew",male,23.5,3,0,Adulto_Joven
2020,"Cole, Col. Bryan",male,54.4,1,0,Adulto
2021,"Rice, Miss. Brianna",female,23.1,1,1,Adulto_Joven
2022,"Anderson, Major. Jose",male,38.7,3,0,Adulto_Joven
2023,"Brennan, Countess. Amanda",female,28.9,1,0,Adulto_Joven
2024,"Davis, Mr. Jacob",male,39.9,2,0,Adulto_Joven
2025,"Clark, Dr. Shannon",male,31.7,1,0,Adulto_Joven
2026,"Crawford, Dr. Martin",male,48.4,1,1,Adulto
2027,"Salinas, Sir. Stephen",male,42.5,1,0,Adulto
2028,"Randall, Mr. Eric",male,42.5,1,0,Adulto
2029,"Kelly, Major. Michael",male,24.6,1,1,Adulto_Joven
2030,"Johnson, Mr. Matthew",male,47.5,1,0,Adulto
2031,"Kirk, Countess. Brandi",female,45.1,1,1,Adulto
2032,"Moore, Mrs. Karen",female,20.4,2,1,Adulto_Joven
2033,"Clayton, Rev. Jacob",male,5.5,1,1,Infante
2034,"Nguyen, Major. William",male,54,3,0,Adulto
2035,"Sanders, Rev. Vernon",male,79.6,1,1,Senior
2036,"Martinez, Col. William",male,34.8,2,1,Adulto_Joven
2037,"James, Rev. Benjamin",male,6.1,3,1,Infante
2038,"Tucker, Rev. Steven",male,31.3,2,0,Adulto_Joven
2039,"Lawrence, Major. Nathan",male,0.5,3,0,Infante
2040,"Roberts, Lady. Laurie",female,16.5,1,1,Adolescente
2041,"Hill, Col. Ryan",male,17.6,2,1,Adolescente
2042,"Casey, Mrs. Kristina",female,50.1,1,1,Adulto
2043,"Simmons, Rev. Steven",male,32.6,2,1,Adulto_Joven
2044,"Dalton, Mr. Joseph",male,43,2,0,Adulto
2045,"Hooper, Sir. Chad",male,30.5,2,0,Adulto_Joven
2046,"Torres, Countess. Sabrina",female,18.1,1,1,Adolescente
2047,"Nelson, Col. Walter",male,43.1,1,1,Adulto
2048,"Mccoy, Lady. Nancy",female,28.9,1,0,Adulto_Joven
2049,"Norman, Major. Jack",male,65.8,1,0,Senior
2050,"Lee, Miss. Lisa",female,14.5,1,1,Adolescente
2051,"Adams, Dr. Marissa",female,43.8,1,1,Adulto
2052,"Gonzales, Dr. Olivia",female,8.3,1,1,Infante
2053,"Thomas, Sir. Edward",male,15.1,3,0,Adolescente
2054,"Jackson, Mr. Dylan",male,35.6,1,1,Adulto_Joven
2055,"Henderson, Lady. Mariah",female,50.8,1,1,Adulto
2056,"Lawrence, Sir. Javier",male,17.5,3,0,Adolescente
2057,"Bailey, Col. Matthew",male,40.9,1,0,Adulto
2058,"Cunningham, Sir. Troy",male,64.6,1,1,Senior
2059,"Rodriguez, Mrs. Janice",female,57.5,1,1,Adulto
2060,"Williams, Sir. Matthew",male,22,2,0,Adulto_Joven
2061,"Burns, Dr. Peggy",female,50.7,1,1,Adulto
2062,"Cannon, Mr. Billy",male,30.6,1,1,Adulto_Joven
2063,"Cross, Major. Nicholas",male,17.1,1,1,Adolescente
2064,"Murphy, Col. Christopher",male,58.6,1,0,Adulto
2065,"Sparks, Mr. Connor",male,36.8,1,0,Adulto_Joven
2066,"Christensen, Miss. Angela",female,32.1,1,1,Adulto_Joven
2067,"Johnson, Major. Travis",male,30.6,1,0,Adulto_Joven
2068,"Greene, Miss. Misty",female,17.3,3,1,Adolescente
2069,"Gardner, Rev. William",male,32,2,0,Adulto_Joven
2070,"Park, Dr. James",male,48.9,1,0,Adulto
2071,"Jones, Sir. Justin",male,25.4,1,0,Adulto_Joven
2072,"Cox, Miss. Emily",female,49,1,1,Adulto
2073,"Perez, Dr. William",male,20.1,1,1,Adulto_Joven
2074,"Ortega, Mr. Sean",male,41.5,1,1,Adulto
2075,"Abbott, Major. Brandon",male,45.6,1,1,Adulto
2076,"Smith, Col. Eric",male,39.5,1,1,Adulto_Joven
2077,"Campbell, Miss. Jessica",female,24.5,1,1,Adulto_Joven
2078,"Brown, Major. John",male,41.5,2,0,Adulto
2079,"Moss, Dr. Donna",female,46.6,1,1,Adulto
2080,"Hanson, Rev. Mario",male,17.7,2,0,Adolescente
2081,"Mann, Major. Nicholas",male,27.6,2,0,Adulto_Joven
2082,"Kelly, Countess. Zoe",female,6.5,1,1,Infante
2083,"Williams, Lady. Donna",female,25.9,3,0,Adulto_Joven
2084,"Griffith, Mrs. Dorothy",female,16.6,1,0,Adolescente
2085,"Carlson, Dr. William",male,31.8,2,0,Adulto_Joven
2086,"Bowers, Major. Sean",male,52.3,1,1,Adulto
2087,"West, Sir. Brian",male,21.9,3,0,Adulto_Joven
2088,"Evans, Countess. Anita",female,52.8,1,1,Adulto
2089,"Flores, Miss. Rachel",female,20.9,1,1,Adulto_Joven
2090,"Cannon, Miss. Nicole",female,22.9,1,1,Adulto_Joven
2091,"Garcia, Sir. Jorge",male,34,2,0,Adulto_Joven
2092,"Gonzalez, Dr. Craig",male,55.8,1,1,Adulto
2093,"Myers, Mrs. Christina",female,52,1,1,Adulto
2094,"Jackson, Sir. Jonathan",male,39.3,1,0,Adulto_Joven
2095,"Goodman, Rev. Justin",male,25.8,2,0,Adulto_Joven
2096,"Jacobs, Col. Steven",male,20.1,1,1,Adulto_Joven
2097,"Hensley, Dr. Jessica",female,30.6,2,1,Adulto_Joven
2098,"Martin, Mrs. Christina",female,35.9,1,1,Adulto_Joven
2099,"Lawson, Countess. Sara",female,28.2,3,0,Adulto_Joven
2100,"Harper, Sir. Eric",male,46.6,2,0,Adulto
2101,"Hoffman, Dr. Robert",male,66.8,1,1,Senior
2102,"Edwards, Mr. Jacob",male,29.2,2,0,Adulto_Joven
2103,"Ellis, Rev. Robert",male,37.3,2,1,Adulto_Joven
2104,"Matthews, Major. Eric",male,6.1,1,0,Infante
2105,"Mcguire, Dr. Heather",female,61.4,1,1,Senior
2106,"Wilkinson, Rev. Peter",male,22.5,2,0,Adulto_Joven
2107,"Rich, Rev. Richard",male,27.6,2,0,Adulto_Joven
2108,"Greene, Mr. Stephen",male,16.5,2,0,Adolescente
2109,"Cooper, Rev. Michael",male,60,1,0,Senior
2110,"Dixon, Col. Eric",male,39,1,0,Adulto_Joven
2111,"Hernandez, Dr. Louis",male,19,2,0,Adolescente
2112,"Jackson, Dr. Gregg",male,63.2,1,1,Senior
2113,"Wu, Mr. Richard",male,41.1,2,1,Adulto
2114,"Roberts, Mrs. Tracy",female,14.9,3,1,Adolescente
2115,"Jones, Rev. Kevin",male,51.9,1,0,Adulto
2116,"Martin, Sir. Russell",male,50.8,1,0,Adulto
2117,"Evans, Col. Adam",male,20.1,3,0,Adulto_Joven
2118,"Park, Sir. Chase",male,38.5,1,1,Adulto_Joven
2119,"Mcdonald, Mr. Jose",male,26.1,3,1,Adulto_Joven
2120,"White, Rev. Robert",male,12,3,0,Infante
2121,"Webster, Mr. William",male,27.2,1,0,Adulto_Joven
2122,"Rodriguez, Col. Ryan",male,17.7,3,0,Adolescente
2123,"Williams, Sir. Brandon",male,33.8,1,0,Adulto_Joven
2124,"Herrera, Sir. James",male,30.6,2,0,Adulto_Joven
2125,"Taylor, Mrs. Dawn",female,61.2,1,1,Senior
2126,"Miller, Col. Ronald",male,7,1,0,Infante
2127,"Patterson, Dr. James",male,38.7,1,0,Adulto_Joven
2128,"Lee, Lady. Pamela",female,4.3,3,0,Infante
2129,"Alvarado, Col. Leonard",male,66,1,0,Senior
2130,"Hawkins, Mrs. Monica",female,46.3,1,1,Adulto
2131,"Hensley, Col. Joseph",male,35.6,1,0,Adulto_Joven
2132,"Adams, Mr. Johnny",male,13.6,3,0,Adolescente
2133,"Hobbs, Dr. Jeffrey",male,62.1,1,0,Senior
2134,"Hull, Mrs. Barbara",female,21,3,0,Adulto_Joven
2135,"Johnson, Mrs. Cheryl",female,50.2,1,1,Adulto
2136,"Ashley, Col. Joseph",male,25.4,3,0,Adulto_Joven
2137,"Vega, Major. Jesse",male,19.5,1,0,Adolescente
2138,"Lynch, Dr. Tony",male,31.9,1,0,Adulto_Joven
2139,"Jensen, Dr. Whitney",female,47.7,1,1,Adulto
2140,"Nelson, Rev. Benjamin",male,39.6,2,0,Adulto_Joven
2141,"Brown, Col. Brian",male,0.1,2,0,Infante
2142,"Silva, Countess. Erica",female,31.7,2,1,Adulto_Joven
2143,"Morse, Mr. Marc",male,25.9,1,1,Adulto_Joven
2144,"Norman, Col. Kevin",male,10.5,1,0,Infante
2145,"Blake, Dr. Theresa",female,42.2,1,1,Adulto
2146,"Schneider, Mr. Johnathan",male,21.8,1,1,Adulto_Joven
2147,"Edwards, Miss. Catherine",female,48.8,1,1,Adulto
2148,"Houston, Miss. Brenda",female,22.6,3,1,Adulto_Joven
2149,"Randall, Countess. Ruth",female,40.4,1,1,Adulto
2150,"Dunn, Major. Robert",male,40.7,2,0,Adulto
2151,"Cole, Rev. Philip",male,70.6,2,0,Senior
2152,"Martin, Mrs. Sarah",female,67.8,1,1,Senior
2153,"Gordon, Sir. Ryan",male,48.6,2,0,Adulto
2154,"Hernandez, Rev. Tyler",male,53.7,1,0,Adulto
2155,"Callahan, Col. Henry",male,53.6,1,0,Adulto
2156,"Herman, Major. John",male,24.6,3,0,Adulto_Joven
2157,"Goodwin, Major. Jonathan",male,31.4,1,1,Adulto_Joven
2158,"Thompson, Major. Harold",male,35.8,1,0,Adulto_Joven
2159,"Serrano, Dr. Pamela",female,35.7,1,1,Adulto_Joven
2160,"Fisher, Miss. Jennifer",female,42,1,0,Adulto
2161,"Ellison, Mr. Jeffrey",male,33.6,3,0,Adulto_Joven
2162,"Wang, Dr. James",male,65.1,1,0,Senior
2163,"Hayes, Major. Mark",male,49.6,1,0,Adulto
2164,"Burton, Countess. Jill",female,23,3,0,Adulto_Joven
2165,"Cole, Major. Daniel",male,34.9,1,1,Adulto_Joven
2166,"Bishop, Rev. Clinton",male,27.4,3,0,Adulto_Joven
2167,"Lindsey, Sir. Randy",male,11.5,2,0,Infante
2168,"Wood, Col. Jason",male,29.8,1,0,Adulto_Joven
2169,"Wong, Rev. Austin",male,32.3,1,1,Adulto_Joven
2170,"White, Major. Brian",male,48.8,1,0,Adulto
2171,"Thornton, Rev. John",male,36.3,1,0,Adulto_Joven
2172,"Williams, Mrs. Maureen",female,31.5,3,0,Adulto_Joven
2173,"Rose, Miss. Amanda",female,0.2,3,1,Infante
2174,"Villanueva, Mrs. Ariana",female,41.4,2,1,Adulto
2175,"Hall, Mr. Daniel",male,41,1,1,Adulto
2176,"Harrell, Rev. Noah",male,24.5,2,1,Adulto_Joven
2177,"Reese, Major. Michael",male,11.4,3,0,Infante
2178,"Mills, Lady. Crystal",female,30.5,2,1,Adulto_Joven
2179,"Green, Major. Timothy",male,21.6,1,0,Adulto_Joven
2180,"Wilson, Lady. Rebecca",female,39.9,1,1,Adulto_Joven
2181,"Carson, Countess. Ashley",female,20.7,1,1,Adulto_Joven
2182,"Long, Major. Kevin",male,34.3,1,0,Adulto_Joven
2183,"Cook, Rev. Scott",male,41.8,3,0,Adulto
2184,"Andrews, Rev. Sean",male,26.4,1,0,Adulto_Joven
2185,"Chambers, Rev. Adrian",male,30.4,1,0,Adulto_Joven
2186,"Hernandez, Dr. Brian",male,52,2,0,Adulto
2187,"Smith, Rev. Glen",male,42.9,1,1,Adulto
2188,"Watkins, Col. Kenneth",male,51.7,1,1,Adulto
2189,"Solomon, Rev. Bruce",male,8.2,2,0,Infante
2190,"Manning, Col. Timothy",male,32.4,3,0,Adulto_Joven
2191,"Anderson, Rev. Louis",male,19.7,1,0,Adolescente
2192,"Webb, Mrs. Elizabeth",female,28.9,1,1,Adulto_Joven
2193,"Kim, Rev. Alexander",male,35.5,2,0,Adulto_Joven
2194,"Wilson, Lady. Jennifer",female,46.5,1,1,Adulto
2195,"Day, Countess. Kimberly",female,23.5,2,1,Adulto_Joven
2196,"Petersen, Mr. Shawn",male,18.6,3,0,Adolescente
2197,"Mcintyre, Lady. Megan",female,48.7,2,1,Adulto
2198,"Rogers, Rev. Michael",male,27.9,3,0,Adulto_Joven
2199,"Padilla, Sir. Andrew",male,29.8,3,1,Adulto_Joven
2200,"Hines, Major. Lucas",male,25,1,1,Adulto_Joven
2201,"Figueroa, Countess. Jennifer",female,49.6,1,1,Adulto
2202,"Murray, Major. Charles",male,31,1,0,Adulto_Joven
2203,"Simpson, Major. William",male,38.8,1,0,Adulto_Joven
2204,"Clements, Miss. Samantha",female,46.3,2,1,Adulto
2205,"Copeland, Col. Carl",male,23.8,2,0,Adulto_Joven
2206,"Wilson, Dr. Daniel",male,32.1,3,0,Adulto_Joven
2207,"Mills, Countess. Vanessa",female,32.1,1,1,Adulto_Joven
2208,"Norton, Countess. Ashley",female,33.9,1,1,Adulto_Joven
2209,"Powell, Col. Andrew",male,42.5,1,0,Adulto
2210,"Taylor, Dr. Natalie",female,34.2,1,1,Adulto_Joven
2211,"Lewis, Miss. Christine",female,27.1,1,1,Adulto_Joven
2212,"Lopez, Dr. Molly",female,32.1,1,1,Adulto_Joven
2213,"Kelly, Lady. Teresa",female,37.7,1,1,Adulto_Joven
2214,"Jackson, Lady. Caroline",female,0.4,3,1,Infante
2215,"Olson, Sir. Edward",male,7,2,0,Infante
2216,"Lee, Sir. Ryan",male,24,1,0,Adulto_Joven
2217,"Rowe, Mr. Marcus",male,26.2,1,0,Adulto_Joven
2218,"Norris, Sir. Eric",male,24.5,3,1,Adulto_Joven
2219,"Nichols, Major. Ian",male,53,2,0,Adulto
2220,"Myers, Major. Christopher",male,59,1,1,Adulto
2221,"Faulkner, Col. Clifford",male,27.3,1,0,Adulto_Joven
2222,"Anderson, Sir. Clayton",male,32.8,1,0,Adulto_Joven
2223,"Marquez, Sir. Richard",male,14,2,1,Adolescente
2224,"Daniels, Rev. Jonathon",male,15.7,1,1,Adolescente
2225,"Allison, Sir. Mike",male,7.8,1,1,Infante
2226,"Jones, Miss. Meghan",female,19.9,2,1,Adolescente
2227,"Petty, Col. Scott",male,37.2,3,0,Adulto_Joven
2228,"Jacobs, Mr. Tyler",male,25.4,3,0,Adulto_Joven
2229,"Garcia, Sir. John",male,30.9,1,0,Adulto_Joven
2230,"Wells, Mr. John",male,45.3,2,1,Adulto
2231,"Ramirez, Miss. Katherine",female,61.1,1,1,Senior
2232,"White, Lady. Kelly",female,30.6,1,1,Adulto_Joven
2233,"Schneider, Lady. Amy",female,5.7,3,0,Infante
2234,"Gonzalez, Rev. Arthur",male,58.4,1,0,Adulto
2235,"Jones, Dr. Brandi",female,23,1,1,Adulto_Joven
2236,"Grant, Dr. Johnathan",male,23.9,2,0,Adulto_Joven
2237,"Garcia, Rev. Xavier",male,48.2,1,0,Adulto
2238,"Butler, Dr. Lori",female,23.7,1,1,Adulto_Joven
2239,"Gray, Dr. Tiffany",female,44.1,1,1,Adulto
2240,"Heath, Mr. Paul",male,45.1,1,1,Adulto
2241,"Armstrong, Major. Randy",male,52.4,1,0,Adulto
2242,"Ramos, Mr. Thomas",male,41.4,1,1,Adulto
2243,"Miller, Major. Adam",male,18.4,1,0,Adolescente
2244,"Gibson, Countess. Barbara",female,29.5,1,1,Adulto_Joven
2245,"Salas, Rev. Larry",male,44.8,1,0,Adulto
2246,"Kim, Mr. Joseph",male,17.1,1,1,Adolescente
2247,"Wells, Countess. Tiffany",female,22.5,1,1,Adulto_Joven
2248,"Thompson, Rev. Adam",male,33,1,0,Adulto_Joven
2249,"Gonzalez, Mr. Michael",male,30.2,1,0,Adulto_Joven
2250,"Lopez, Mrs. Brittney",female,11,1,1,Infante
2251,"Myers, Major. Timothy",male,30.3,3,0,Adulto_Joven
2252,"Perez, Lady. Sharon",female,18.5,1,1,Adolescente
2253,"Turner, Sir. David",male,17.6,2,0,Adolescente
2254,"Duarte, Mr. Angel",male,28.7,2,0,Adulto_Joven
2255,"White, Lady. Sharon",female,35,2,1,Adulto_Joven
2256,"Fowler, Sir. Brett",male,42.9,1,1,Adulto
2257,"Barry, Mrs. Kari",female,35.3,2,1,Adulto_Joven
2258,"Reese, Miss. Erin",female,22.8,2,1,Adulto_Joven
2259,"Perry, Major. Jonathan",male,63.1,1,1,Senior
2260,"Suarez, Col. Richard",male,41.9,1,0,Adulto
2261,"Hudson, Dr. Caroline",female,6,3,1,Infante
2262,"Anderson, Lady. Allison",female,45.4,1,1,Adulto
2263,"Castillo, Mr. Adam",male,48.9,1,1,Adulto
2264,"Price, Mr. Jake",male,36.6,1,1,Adulto_Joven
2265,"Rodriguez, Major. Gregory",male,21.3,2,0,Adulto_Joven
2266,"Carrillo, Col. Christopher",male,37,3,1,Adulto_Joven
2267,"Ferguson, Sir. Daniel",male,40.7,1,0,Adulto
2268,"Thompson, Countess. Krystal",female,18.3,2,1,Adolescente
2269,"Jordan, Lady. Sarah",female,13.5,1,1,Adolescente
2270,"Simon, Mrs. Grace",female,40.4,1,1,Adulto
2271,"Payne, Rev. Ronald",male,26.2,3,0,Adulto_Joven
2272,"Hogan, Dr. Courtney",female,26.6,1,1,Adulto_Joven
2273,"Rogers, Mrs. Tracy",female,54.4,1,1,Adulto
2274,"Yates, Dr. Hunter",male,43,1,0,Adulto
2275,"Bright, Mr. Adam",male,47.2,1,0,Adulto
2276,"Gomez, Dr. Sean",male,29.5,2,0,Adulto_Joven
2277,"Allen, Dr. Susan",female,51.3,1,1,Adulto
2278,"Perez, Sir. Daniel",male,2.3,1,0,Infante
2279,"Mccormick, Mr. David",male,46.8,1,0,Adulto
2280,"King, Lady. Deborah",female,4.3,1,1,Infante
2281,"Roberts, Mrs. Stacey",female,19.1,2,1,Adolescente
2282,"Kemp, Col. Robert",male,30.7,2,1,Adulto_Joven
2283,"Fisher, Lady. Michele",female,42.5,2,1,Adulto
2284,"Harmon, Rev. Kevin",male,51,1,1,Adulto
2285,"Jackson, Col. Robert",male,35,1,0,Adulto_Joven
2286,"Erickson, Dr. Ryan",male,79.5,1,0,Senior
2287,"Page, Mrs. Vickie",female,29,2,1,Adulto_Joven
2288,"Lloyd, Mr. Jacob",male,30.2,2,0,Adulto_Joven
2289,"Ward, Col. William",male,44.9,2,0,Adulto
2290,"Munoz, Major. Christopher",male,6.6,1,1,Infante
2291,"Reilly, Rev. Kevin",male,53.7,1,0,Adulto
2292,"White, Col. Jacob",male,61.9,1,1,Senior
2293,"Rogers, Rev. Vincent",male,26.9,3,0,Adulto_Joven
2294,"Duncan, Rev. Leroy",male,34.3,3,0,Adulto_Joven
2295,"Bush, Dr. Matthew",male,55.3,1,0,Adulto
2296,"Valenzuela, Lady. Kathy",female,34.7,2,1,Adulto_Joven
2297,"Garcia, Lady. Katelyn",female,39.2,1,1,Adulto_Joven
2298,"Potter, Major. Joshua",male,19.2,2,0,Adolescente
2299,"May, Col. Ryan",male,26.9,2,0,Adulto_Joven
2300,"Campbell, Col. Aaron",male,63.8,1,1,Senior
2301,"Munoz, Col. Kenneth",male,40.3,1,0,Adulto
2302,"Mcpherson, Countess. Taylor",female,56.4,3,0,Adulto
2303,"Wagner, Col. Alejandro",male,58.9,1,1,Adulto
2304,"Rogers, Mrs. Karen",female,23.4,3,0,Adulto_Joven
2305,"Spencer, Mr. James",male,53.7,1,1,Adulto
2306,"Miranda, Mrs. Judy",female,27,2,1,Adulto_Joven
2307,"Campos, Mr. Juan",male,31.9,1,1,Adulto_Joven
2308,"Hernandez, Rev. Robert",male,13.3,1,0,Adolescente
2309,"Johnson, Mr. John",male,21.8,1,1,Adulto_Joven
2310,"Russell, Sir. Joseph",male,30.1,1,0,Adulto_Joven
2311,"Castillo, Major. Thomas",male,18.3,3,0,Adolescente
2312,"Leonard, Sir. Thomas",male,29.9,1,0,Adulto_Joven
2313,"Nichols, Major. Thomas",male,17.5,3,1,Adolescente
2314,"Anderson, Countess. Julie",female,26.4,2,0,Adulto_Joven
2315,"Sawyer, Countess. Daisy",female,44.5,1,1,Adulto
2316,"Ramirez, Sir. Joseph",male,57.7,1,0,Adulto
2317,"Miller, Lady. Kaylee",female,52.7,2,1,Adulto
2318,"White, Rev. Ryan",male,33.8,1,0,Adulto_Joven
2319,"Ware, Mrs. Deborah",female,49.1,2,1,Adulto
2320,"Rivera, Dr. Sara",female,20.7,2,1,Adulto_Joven
2321,"Davis, Rev. Noah",male,38.1,3,0,Adulto_Joven
2322,"Nelson, Rev. Andrew",male,40.4,1,0,Adulto
2323,"Schwartz, Lady. Michelle",female,36.8,1,1,Adulto_Joven
2324,"Morris, Miss. Victoria",female,17.5,3,1,Adolescente
2325,"Perez, Miss. Sonia",female,25.5,1,1,Adulto_Joven
2326,"Chase, Dr. Adrian",male,4.1,3,1,Infante
2327,"Vasquez, Major. David",male,11.2,2,0,Infante
2328,"Bond, Dr. Christine",female,31,1,0,Adulto_Joven
2329,"Jackson, Mr. Gerald",male,35.7,1,1,Adulto_Joven
2330,"Coleman, Rev. Eric",male,40,1,0,Adulto
2331,"Moore, Countess. Heather",female,51.1,1,1,Adulto
2332,"Hicks, Mr. Peter",male,29.5,2,0,Adulto_Joven
2333,"Everett, Sir. Phillip",male,56.9,1,0,Adulto
2334,"Smith, Sir. Timothy",male,51,1,0,Adulto
2335,"Murray, Mr. Samuel",male,26.9,2,0,Adulto_Joven
2336,"Humphrey, Mr. Jesse",male,56.6,1,0,Adulto
2337,"Collins, Dr. James",male,60,1,0,Senior
2338,"Ewing, Col. Christopher",male,25.9,2,1,Adulto_Joven
2339,"Cannon, Major. Cody",male,46.3,1,0,Adulto
2340,"Harris, Dr. Robert",male,41.6,1,0,Adulto
2341,"Reid, Mr. Anthony",male,36.2,1,1,Adulto_Joven
2342,"Lewis, Col. Gary",male,52.9,3,1,Adulto
2343,"Jones, Dr. Edward",male,25,2,0,Adulto_Joven
2344,"Smith, Sir. Daniel",male,34.7,1,1,Adulto_Joven
2345,"Davis, Countess. Diane",female,6.2,2,1,Infante
2346,"Bailey, Dr. Sean",male,45.8,1,0,Adulto
2347,"Baker, Dr. James",male,48.9,1,0,Adulto
2348,"Thomas, Major. Justin",male,30.1,1,0,Adulto_Joven
2349,"Johnson, Col. Joel",male,40.6,1,0,Adulto
2350,"Escobar, Mr. Alexander",male,35,1,0,Adulto_Joven
2351,"Brady, Col. Michael",male,41.9,2,0,Adulto
2352,"Miller, Dr. Erica",female,31.3,2,1,Adulto_Joven
2353,"Smith, Rev. John",male,15,1,0,Adolescente
2354,"Carlson, Dr. Michael",male,62.2,1,0,Senior
2355,"Griffin, Mr. Trevor",male,33.4,3,0,Adulto_Joven
2356,"Wilson, Dr. Daniel",male,20.9,1,0,Adulto_Joven
2357,"Fitzgerald, Dr. Casey",male,47.3,1,1,Adulto
2358,"Collins, Dr. April",female,53.1,2,1,Adulto
2359,"Lee, Rev. Matthew",male,21.7,3,0,Adulto_Joven
2360,"Barnes, Major. Jason",male,49.4,1,0,Adulto
2361,"Sanchez, Countess. Andrea",female,36.5,1,1,Adulto_Joven
2362,"Arnold, Dr. Edward",male,57,1,1,Adulto
2363,"Hunter, Sir. Casey",male,50.5,1,0,Adulto
2364,"James, Dr. Michael",male,12.2,3,1,Infante
2365,"Turner, Major. Steven",male,11.4,3,0,Infante
2366,"Stephens, Sir. Tyler",male,43.9,1,1,Adulto
2367,"Hall, Col. Ryan",male,43.4,2,0,Adulto
2368,"Stokes, Countess. Donna",female,35.2,1,1,Adulto_Joven
2369,"Williams, Miss. Erica",female,5.6,3,0,Infante
2370,"Williamson, Mr. Derrick",male,17.1,2,0,Adolescente
2371,"Chase, Countess. Samantha",female,39.4,3,0,Adulto_Joven
2372,"Dillon, Dr. Susan",female,15.2,2,1,Adolescente
2373,"Burns, Lady. Brandi",female,58.8,1,1,Adulto
2374,"Campbell, Mr. Jonathan",male,50.7,1,0,Adulto
2375,"Duran, Mr. Scott",male,25.6,1,1,Adulto_Joven
2376,"Martinez, Rev. Mark",male,46.6,1,0,Adulto
2377,"Edwards, Major. Peter",male,47.3,1,0,Adulto
2378,"Allen, Sir. Alex",male,36.3,2,0,Adulto_Joven
2379,"Myers, Lady. Erika",female,25,2,1,Adulto_Joven
2380,"Bowman, Sir. Steven",male,17.7,3,0,Adolescente
2381,"Dominguez, Major. Christopher",male,30.1,1,0,Adulto_Joven
